officer_id,allegation_id
15976,C222280
25297,C222527
756,C222618
11536,C222776
29766,C222928
25852,C222954
9850,C223454
19200,C223579
26034,C223717
6518,C224002
31232,C224401
22305,C224955
2075,C225424
26312,C225473
11405,C225593
20349,C225663
1683,C225724
28581,C225934
9312,C226247
24957,C226291
8846,C226722
5619,C226838
5820,C227232
13525,C228054
3309,C228395
16229,C228514
5301,C228554
14732,C228973
12795,C229183
11370,C230606
9214,C230627
2600,C231194
21891,C231760
5854,C232112
11487,C232233
372,C232745
2824,C232834
1662,C232902
461,C232948
18436,C233218
22259,C233502
18188,C233568
2448,C233587
31059,C233724
12941,C234144
7698,C234222
7504,C234287
27301,C234335
29766,C234571
6553,C234801
13551,C234892
22818,C234959
19471,C235101
10141,C235145
8527,C235411
22022,C235639
29162,C235848
27407,C235914
3472,C235964
11510,C236116
24957,C236220
28068,C236498
20410,C236985
17991,C237031
19254,C237716
10141,C237793
1956,C237812
25747,C238017
3476,C238233
3180,C238409
25206,C238498
7504,C238662
13655,C238713
19048,C238795
1957,C238864
17526,C238883
26866,C238999
6669,C239106
12817,C239161
28418,C239206
24158,C239331
12461,C239554
12415,C239698
24697,C239917
28255,C240027
19622,C240132
10722,C240552
24578,C240612
7596,C240790
22331,C240968
22087,C241153
10315,C241494
29003,C241671
15228,C242399
24408,C242567
9953,C242838
13134,C243269
33060,C243314
3711,C243895
22189,C244080
28151,C244199
20769,C244320
24562,C244383
26572,C244521
26881,C244722
12375,C244781
30539,C244813
2101,C244892
29673,C245180
16731,C245353
30561,C245847
18063,C246107
21013,C246183
28446,C246267
24425,C246504
6518,C246661
11594,C246738
22866,C246870
27838,C246908
10029,C246957
1235,C247077
16359,C247103
6993,C247636
21499,C247954
26029,C248218
21370,C248989
30104,C249186
30934,C249253
2612,C249384
5766,C249573
78,C249606
31005,C249650
2734,C249741
30543,C250007
28807,C250367
5019,C250388
21314,C250557
27906,C250798
23182,C250908
10389,C251361
1362,C251539
21543,C251723
6373,C251749
23406,C251906
10967,C251973
2418,C252245
6103,C252318
6099,C252487
4733,C252808
15750,C252854
15293,C252937
28278,C253480
26280,C253550
13296,C253617
26682,C253701
8554,C253757
11244,C253965
18720,C254046
24983,C254178
16462,C254601
21095,C254662
10717,C254760
32002,C255033
12103,C255062
1757,C255571
4081,C255599
29841,C255717
9266,C256179
2670,C256236
1210,C256258
15577,C256304
124,C256553
19491,C256716
12013,C256871
11509,C256940
10723,C257099
28159,C257242
2993,C257301
28212,C257628
12216,C257751
7915,C258030
7112,C258460
10367,C258498
7422,C258686
23388,C258746
25860,C259072
6689,C259667
8314,C259766
30196,C260261
16405,C260395
14878,C260990
19555,C261301
28304,C261316
11770,C261542
18847,C261708
16875,C261915
3369,C262039
16055,C262307
5922,C262486
15181,C262943
12626,C263265
10291,C263536
30927,C263705
27166,C263914
7532,C263993
4226,C264099
26136,C264252
27423,C264343
29850,C264711
19910,C264848
31328,C265147
24125,C265323
27248,C265670
1598,C266266
3445,C266376
11817,C266685
1012,C267075
10849,C267150
5448,C267240
30817,C267444
9148,C267544
25491,C267647
4323,C267749
12723,C267900
4807,C268544
10820,C269127
4036,259988
31001,260473
16875,261363
17110,262754
10991,262828
15181,262943
23202,263003
3012,263238
8878,263517
4733,264027
29568,264936
30663,266221
13398,267718
14882,268169
7671,268231
19921,268878
7575,270298
11252,270735
23470,1081424
27528,271056
15379,272707
263,273239
31081,273328
9565,274166
20381,274609
12612,275098
31823,275199
19491,275435
22951,275931
29812,276133
20053,276924
4279,277001
25737,277283
31896,277930
15791,278195
6449,279113
14793,279225
28489,279615
7953,279822
26767,280398
29129,281267
24582,281605
6085,283202
9371,283340
982,283666
1335,284166
30423,284407
9328,284468
13528,284811
31999,285184
12013,289284
13706,286175
3439,287888
19836,288820
21430,287167
30293,288060
13141,289963
30841,291980
6797,291308
14622,292092
22848,292436
27544,293072
13725,293402
26808,294122
22755,294265
26482,295536
26692,295850
27893,296181
31717,296555
29374,296955
9634,299037
24869,299658
4495,299903
13872,299944
8562,1013267
13099,301960
7784,305207
192,304018
17338,304622
26616,305115
17530,306455
10863,307180
21890,312409
3900,312759
1721,312988
16544,313406
13933,313624
22789,1002968
18626,314810
19384,1001653
11469,1002025
16338,1002449
28433,1002590
9115,1003014
2510,1003738
26502,1003872
16796,C035735
21822,C050876
214,C051271
11652,C051597
3089,C052045
13341,C052094
4285,C053661
19865,C053661
22346,C054286
19850,C054286
24182,C056104
4515,C058189
26784,C058264
18456,C093392
26075,C100256
25984,C102595
26900,C104195
26900,C106081
25471,C106227
26900,C106520
2599,C107181
3265,C107181
5801,C107181
22308,C108238
1589,C108238
9713,C109162
1300,C109162
15020,C109426
3372,C109485
3372,C111241
2593,C111399
30144,C112002
28820,C112054
17800,C112177
22847,C112244
29826,C112418
4595,C112493
7707,C112493
14820,C112493
25984,C112574
20444,C112713
25984,C112741
22847,C112757
2408,C112898
23128,C112990
9560,C113002
1755,C113002
17929,C113002
565,C113523
9393,C113575
4595,C113739
7707,C113739
14820,C113739
640,C113743
1790,C113744
18184,C113745
2834,C113945
28820,C114259
16913,C114383
4594,C114419
19772,C114473
27594,C115147
841,C115147
23130,1081433
23712,C115182
29295,C115182
28590,C115349
21961,C115349
30004,C115349
15532,C115491
28374,C115491
13264,C115491
18883,C115706
12942,C116173
12942,C116302
22847,C116402
14438,C116420
28353,C116420
19268,C116420
27195,C117026
15555,C118329
8158,C118387
24733,C118400
14102,C118776
17692,C118935
6735,C119521
28820,C119593
28820,C119758
8106,C120007
23868,C120027
22365,C120027
7341,C120060
14340,C120646
24501,C120943
5172,C120965
29955,C121179
9679,C121179
22480,C121179
18758,C121179
10595,C121179
13066,C121179
3087,C121179
4416,C121179
18359,C121179
23005,C121179
19154,C121179
4034,C121179
8015,C121179
3039,C121179
10723,C121392
768,C121532
7341,C121813
5727,C122035
762,C122035
18725,C122035
16785,C122128
28505,C122128
9107,C122310
17130,C122620
28505,C122751
20045,C122784
19944,C122784
29980,C122947
2874,C122967
30485,C122967
22272,C123125
1284,C123231
11797,C123231
23848,C123231
6824,C123231
5181,C123310
31467,C123543
3311,C123543
20965,C123543
2078,C123682
23433,C123682
5754,C123682
691,C123682
8182,C123682
4516,C123882
6249,C124127
2664,C124354
5610,C124739
20924,C124739
30389,C124962
3522,C124962
8356,C125023
17533,C125023
24046,C125212
10569,C125212
4503,C125229
15082,C125304
28705,C125361
5469,C125433
28705,C125824
15123,C126053
15124,C126053
17241,C126146
19283,C126148
31519,C126615
24223,C126681
30663,C126681
23238,C126774
19772,C127118
12942,C127139
26300,C127424
23928,C127470
31478,C127470
5962,C127498
9879,C127657
23965,C127677
12589,C127721
1673,C127739
15256,C127739
12589,C127776
1640,C127815
10569,C127984
2816,C127993
7678,C128019
15064,C128146
8962,C128225
13795,C128228
2819,C128273
23784,C128293
16430,C128387
1673,C128461
15256,C128461
14149,C128505
26422,C128532
12589,C128572
26619,C128702
22463,C128702
29950,C128702
3832,C128702
6446,C128732
18758,C128833
16430,C128841
9842,C128896
6337,C129236
1133,C129560
14692,C129574
5529,C129574
23712,C130239
16784,C130454
19210,C130582
20161,C130720
16188,C130771
8665,C131245
18476,C131263
25465,C131263
22309,C131272
5461,C131272
3464,C131272
21956,C131272
25157,C131293
20146,C131293
22733,C131367
12589,C131374
14207,C131406
2687,C131406
2360,C131546
24760,C131546
23911,C131612
19900,C131612
13885,C131651
6081,C131651
31268,C131683
12572,C131683
20680,C131703
947,C131752
17624,C131753
1101,C131753
17975,C131753
16023,C131831
29769,C131831
30504,C131948
23303,C131948
6274,C132006
15504,C132050
15350,C132050
11788,C132050
23963,C132050
14927,C132050
6419,C132050
12585,C132050
3132,C132050
23840,C132050
7792,C132050
20909,C132050
23163,C132050
10640,C132157
9806,C132213
8988,C132228
14514,C132228
25472,C132385
391,C132414
27048,C132538
27744,C132635
29245,C132686
26654,C132686
201,C132746
12381,C132766
13850,C132766
14842,C132766
31720,C132766
10150,C132766
9437,C132767
18997,C132767
3851,C132789
21354,C132805
31639,C132805
9762,C132811
21466,C132911
30961,C133024
6979,C133024
27989,C133024
23904,C133024
23108,C133024
8984,C133066
30742,C133161
27552,C133373
15298,C133373
9315,C133391
14986,C133398
199,C133406
27191,C133494
11156,C133494
8337,C133573
26694,C133573
4625,C133587
14932,C133638
8403,C133638
4930,C133787
25061,C133859
28803,C133859
6936,C133859
31497,C133859
16818,C133859
16229,C133872
13644,C133881
12593,C133883
5463,C133883
13159,C133883
30643,C133883
23743,C133925
9646,C133925
23335,C133925
117,C133933
6497,C133967
9715,C133967
21917,C133967
25499,C133967
17203,C133967
20666,C133967
17463,C133967
25992,C133967
10665,C133967
6048,C133967
3851,C133967
23618,C134040
5874,C134175
16635,C134229
23646,C134275
8732,C134275
22123,C134319
3315,C134319
14937,C134319
31708,C134359
5198,C134359
19516,C134406
18412,C134430
19772,C134436
28068,C134601
20078,C134604
19091,C134607
26771,C134607
22770,C134622
24696,C134710
10907,C134723
10453,C134723
3548,C134723
2443,C134723
6912,C134723
4798,C134733
26495,C134751
21822,C134755
10219,C134812
27510,C134812
27643,C134932
29980,C135035
17367,C135130
13590,C135225
25659,C135256
28705,C135257
21557,C135292
9375,C135386
23650,C135405
19772,C135406
19475,C135419
21193,C135446
13717,C135508
18720,C135639
23042,C135639
22601,C135662
22188,C135662
4088,C135717
4089,C135717
1823,C135753
11731,C135824
23657,C135870
30614,C135871
4695,C135871
20078,C135907
20597,C135907
22308,C135978
18895,C135988
513,C135988
6899,C135991
10528,C136031
10596,C136031
25608,C136031
1948,C136054
18247,C136068
12597,C136068
23675,C136068
17898,C136068
9282,C136068
6533,C136068
18439,C136068
3183,C136068
28792,C136068
25634,C136070
22944,C136071
1793,C136071
12568,C136071
15624,C136071
7481,C136072
30708,C136073
2674,C136073
8692,C136076
30123,C136076
13571,C136102
1042,C136108
10545,C136109
1012,C136122
9448,C136144
1948,C136144
2107,C136150
11852,C136150
15961,C136150
28978,C136150
13289,C136150
28975,C136150
27563,C136150
3813,C136181
25436,C136181
17093,C136245
4839,C136247
19210,C136248
5160,C136423
380,C136439
660,C136439
27344,C136439
6960,C136439
21687,C136439
4205,C136439
11653,C136439
23883,C136439
7384,C136439
10264,C136523
22863,C136527
18391,C136527
20713,C136527
28607,C136544
25650,C136566
25993,C136568
21308,C136789
10999,C136789
21438,C136790
29370,C136792
1162,C136796
24621,C136825
2874,C136854
26045,C136888
26045,C136903
3203,C136905
26312,C136905
7764,C137080
25890,C137083
6307,C137140
6280,C137140
13466,C137319
17367,C137325
2837,C137366
5350,C137366
10528,C137383
12306,C137383
10093,C137403
13966,C137443
18504,C137448
27191,C137451
2253,C137451
8565,C137451
22853,C137813
22857,C137813
8843,C137813
25705,C137813
22465,C137813
20957,C137813
14224,C137813
31115,C137820
19816,C137820
20717,C137820
20490,C137820
21058,C137820
20590,C137820
27305,C137820
14464,C137820
1617,C137820
11657,C137820
13994,C137820
1764,C137820
3183,C137820
8297,C137820
321,C137820
22437,C137846
18693,C137846
23186,C137846
11670,C137846
14312,C137846
23098,C137846
27193,C137910
3913,C137928
26841,C137987
2870,C137987
31568,C138053
10523,C138068
17367,C138110
4703,C138113
26844,C138113
21851,C138191
1154,C138191
29130,C138191
3671,C138211
25925,C138211
29082,C138322
10013,C138467
25785,C138533
4807,C138534
8401,1081597
26300,C138535
7539,C138545
18359,C138547
7211,C138548
24083,C138549
28680,C138717
437,C138717
1501,C138717
11394,C138717
13578,C138938
1095,C138938
5754,C138938
2622,C138938
10966,C138938
20078,C139131
7636,C139211
16406,C139220
9366,C139220
8264,C139227
19978,C139227
25779,C139227
9717,C139227
8285,C139227
18997,C139277
137,C139293
24005,C139293
20486,C139293
24752,C139293
14236,C139293
22742,C139301
8432,C139301
8449,C139301
10845,C139301
23238,C139334
20078,C139368
5464,C139385
1915,C139395
20690,C139395
30946,C139395
30361,C139397
29775,C139415
26788,C139495
13724,C139495
20698,C139511
8293,C139511
28044,C139511
6958,C139516
4703,C139516
7686,C139516
27805,C139516
19827,C139516
19889,C139516
32536,C139516
22272,C139704
30258,C139767
21773,C139811
2685,C139811
22893,C139811
17964,C139811
2253,C139811
27467,C139811
11967,C139861
3551,C139887
24064,C139887
17327,C139989
3551,C139989
4798,C140001
2084,C140073
26224,C140073
23659,C140090
15479,C140100
16425,C140105
754,C140105
29250,C140105
18883,C140105
20791,C140127
2076,C140196
22764,C140317
19208,C140335
1515,C140346
29512,C140446
29496,C140446
30176,C140450
28666,C140450
27989,C140486
20513,C140666
11106,C140666
16980,C140666
24886,C140715
23733,C140715
4068,C140804
199,C140804
30231,C140826
7094,C140827
14838,C140827
17516,C140830
2693,C140876
14971,C140876
22970,C140877
3224,C140877
4705,C140877
28918,C140877
5561,C140877
3719,C140877
7000,C140893
25394,C140908
14332,C140921
18518,1081433
22550,C140921
19599,C140921
1012,C140985
16914,C141060
13581,C141060
16869,C141061
22205,C141061
21005,C141061
10857,C141061
15207,C141070
23650,C141080
5463,C141103
15566,C141103
9654,C141103
16394,C141128
30535,C141135
16784,C141136
16137,C141137
26458,C141138
1088,C141139
11530,C141140
31776,C141142
28545,C141143
16188,C141144
6735,C141151
11460,C141230
29611,C141263
13467,C141263
6563,C141303
27392,C141303
20991,C141356
3840,C141356
7258,C141357
22062,C141403
617,C141464
21557,C141464
2326,C141468
4774,C141468
2521,C141468
8486,C141468
2595,C141468
10832,C141468
17311,C141487
24016,C141509
23743,C141510
15454,C141593
1355,C141594
22193,C141594
11731,C141654
471,C141685
2922,C141724
3401,C141724
23434,C141748
22849,C141753
18953,C141779
8212,C141779
22808,C141779
8823,C141779
10021,C141779
24043,C141779
29954,C141779
24317,C141779
4611,C141779
10986,C141779
28666,C141785
9352,C141785
18757,C141795
10684,C141800
30361,C141800
11948,C141800
4012,C141800
6518,C141891
3189,C141927
11866,C141928
20559,C142026
5424,C142067
17327,C142069
3551,C142069
23330,C142086
10110,C142121
8963,C142121
28369,C142137
13795,C142143
13549,C142173
18006,C142173
8460,C142173
21421,C142173
16960,C142173
29585,C142173
16602,C142201
2258,C142201
3087,C142223
15099,C142226
25583,C142226
13740,C142280
30682,C142280
11618,C142301
7750,C142313
22591,C142313
21271,C142313
23295,C142313
1546,C142313
3893,C142313
3964,C142313
15495,C142313
14771,C142313
21035,C142313
532,C142318
23733,C142318
19716,C142318
21272,C142318
15019,C142349
12848,C142349
7399,C142349
10723,C142367
6260,C142369
16041,C142378
232,C142378
30396,C142378
26047,C142378
2993,C142395
24023,C142484
21707,C142484
1167,C142484
6643,C142484
21307,C142497
26006,C142568
8986,C142568
22978,C142595
663,C142607
30396,C142614
26047,C142614
17204,C142615
17374,C142615
30344,C142615
30626,C142665
17228,C142665
21836,C142665
20194,C142667
15509,C142667
16610,C142668
25532,C142668
24925,C142668
27742,C142734
15178,C142734
21128,C142734
30245,C142734
23646,C142734
855,C142734
2468,C142736
17204,C142736
27192,C142736
790,C142737
17774,C142746
7289,C142750
199,C142782
825,C142832
14658,C142854
565,C142854
9265,C142867
28844,C142917
19584,C142938
1980,C142938
8648,C142938
28387,C142938
12493,C142938
19667,C142938
7816,C142958
18899,C143076
1474,C143076
10013,C143078
2828,C143102
3049,C143103
27815,C143107
16295,C143107
732,C143112
19339,C143112
24514,C143129
5905,C143129
5727,C143130
6480,C143133
5754,C143133
8182,C143133
27191,C143136
10723,C143136
2253,C143136
30551,C143156
20485,C143161
25126,C143161
6958,C143197
18439,C143197
19144,C143209
15038,C143209
28898,C143225
14894,C143225
26569,C143244
20682,C143244
2451,C143288
2711,C143289
3331,C143289
3359,C143289
3756,C143312
22812,C143323
26716,C143323
17624,C143355
18276,C143355
471,C143355
22568,C143355
28646,C143369
19925,C143369
18777,C143389
9563,C143393
938,C143440
9204,C143440
3903,C143450
25753,C143450
24925,C143450
3471,C143450
26802,1081597
27395,C143450
20175,C143463
2095,C143463
16144,C143481
31695,C143481
20048,C143482
2754,C143505
25606,C143505
8750,C143515
31100,C143543
28659,C143547
20713,C143547
14594,C143552
9973,C143552
21648,C143552
9658,C143552
4587,C143552
16882,C143608
5747,C143685
13795,C143688
21307,C143689
2941,C143690
1133,C143691
14788,C143723
26788,C143733
24698,C143739
27039,C143763
7065,C143765
27627,C143765
12070,C143765
5487,C143810
17665,C143810
22152,C143811
8571,C143811
5196,C143811
5858,C143811
28054,C143811
25778,C143811
8527,C143824
31722,C143824
17143,C143824
29925,C143824
3307,C143931
9769,C143931
18419,C143948
14750,C143978
17376,C143984
28709,C143984
19539,C143984
14957,C143984
13590,C143984
11394,C143984
18313,C143998
23058,C144009
6344,C144024
22000,C144036
12886,C144074
26946,C144157
17613,1081458
25836,C144157
31579,C144157
25905,C144157
11143,C144157
27589,C144169
6065,C144189
2473,C144199
31603,C144199
3672,C144199
6969,C144332
20639,C144332
26349,C144333
29869,C144333
13466,C144334
15033,C144336
30664,C144338
6287,C144362
10671,C144415
18328,C144429
22892,C144429
199,C144538
199,C144620
199,C144641
19059,C144693
711,C144706
24967,C144706
5157,C144730
25767,C144730
14323,C144730
9495,C144758
17451,C144758
16677,C144758
6203,C144759
1112,C144759
22376,C144760
16241,C144760
28826,C144760
28587,C144760
2340,C144773
829,C144776
2240,C144776
5698,C144803
18157,C144803
13482,C144803
3315,C144814
14937,C144814
24240,C144815
27105,C144826
15614,C144844
28649,C144844
19615,C144844
23278,C144863
167,C144867
15037,C144867
6888,C144867
31728,C144867
29677,C144891
29860,C144891
28709,C144930
22808,C144930
10516,C144930
7090,C144930
16366,C144930
3400,C144949
22761,C144949
471,C144976
17964,C144976
7455,C144976
31530,C144992
21128,C144993
855,C144993
4068,C145013
15317,C145072
23844,C145072
10940,C145072
28957,C145074
10029,C145247
5340,C145288
20924,C145295
20801,C145323
7897,C145334
29668,C145409
17707,C145409
10194,C145409
24016,C145409
25094,C145426
26006,C145527
29999,C145710
16099,C145710
8339,C145710
659,C145711
11199,C145711
10510,C145799
20515,C145832
22361,C145833
15877,C145897
2385,C145917
22910,C145917
23994,C145934
756,C145934
20303,C145934
23515,C145934
25059,C145934
10603,C145934
25828,C145948
28787,C146011
2454,C146027
21344,C146030
26368,C146030
8309,C146063
31487,C146123
13627,C146162
18445,C146272
23698,C146272
26782,C146273
3833,C146273
2473,C146292
27445,C146405
16971,C146405
7992,C146508
14938,C146534
25083,C146550
7074,C146550
15693,C146550
22501,C146550
21835,C146682
4140,C146709
27855,C146728
9354,C146728
27998,C146728
18247,C146728
10772,C146728
24991,C146728
8753,C146728
29762,C146735
25474,C146735
10184,C146799
16061,1082479
13698,C146799
3261,C146799
14431,C146799
5659,C146799
22774,C146799
22800,C146819
7986,C146819
7031,C146819
20591,C146819
29956,C146889
25775,C146931
24590,C146931
6925,C146931
29865,C146931
1105,C146931
14318,C146931
24226,C146931
18447,C146931
28044,C146931
3548,C146946
6912,C146946
24955,C146994
24696,C147036
29938,C147037
6960,C147040
11653,C147040
29625,C147074
2675,C147074
24157,C147074
29167,C147142
14406,C147142
1674,C147142
25837,C147142
30434,C147142
5383,C147177
5594,C147210
199,C147261
12,C147330
10537,C147330
24707,C147330
6058,C147330
2225,C147330
25776,C147330
9731,C147331
11645,C147331
26438,C147331
26368,C147331
7477,C147331
4297,C147332
25767,C147332
21442,C147426
29088,C147433
8651,C147471
20092,C147529
17295,C147539
17536,C147556
22697,C147572
23375,C147572
17342,C147572
4646,C147572
3474,C147572
16425,C147599
28787,C147603
12658,C147604
32455,C147628
22874,C147635
14594,C147636
7062,C147636
4587,C147636
6047,C147660
14823,C147704
6534,C147704
27865,C147704
16196,C147748
11036,C147748
4317,C147769
25117,C147769
7181,C147769
7877,C147769
23642,C147769
13045,C147769
24838,C147769
9940,C147769
26559,C147769
24580,C147780
7321,C147801
2950,C147813
10798,C147848
7321,C147867
4016,C147867
26325,C147895
4285,C147895
14541,C147895
2491,C147895
6910,C147895
4385,C147895
17880,C147895
8865,C147895
10732,C147910
21295,C147910
14223,C147910
19921,C147910
22116,C147910
13051,C147919
31258,C147919
1184,C147919
27139,C147946
29167,C147985
14406,C147985
11649,C147985
29165,C147985
3801,C148014
19809,C148026
22495,C148079
6101,C148079
30135,C148079
5641,C148079
15818,C148079
18916,C148079
26955,C148079
12890,C148079
29675,C148088
8505,C148088
28706,C148174
30652,C148178
20854,C148260
15016,C148260
28748,C148309
18220,C148310
19809,C148336
1889,C148408
27176,1083102
10854,C148473
3376,C148473
24084,C148525
10528,C148548
25757,C148548
29253,C148548
10866,C148548
3950,C148548
25330,C148548
22097,C148572
12306,C148572
10184,C148628
8849,C148628
33,C148628
20850,C148628
31467,C148636
6912,C148636
6480,C148643
21152,C148643
16134,C148643
17184,C148643
7507,C148643
1211,C148643
7854,C148643
15694,C148643
5754,C148643
27574,C148643
1933,C148643
11543,C148643
2622,C148643
30924,C148643
30814,C148643
26198,C148643
27141,C148643
24148,C148643
31593,C148643
11736,C148643
7636,C148643
20239,C148643
26605,C148643
19156,C148643
8182,C148643
26871,C148643
2145,C148644
3345,C148644
12108,C148701
11636,C148701
4468,C148724
3059,C148724
12726,C148724
18434,C148724
27518,C148724
7395,C148745
26390,C148765
8164,C148797
15999,C148798
30745,C148879
25978,C148892
1010,C148892
6546,C148892
14722,C148892
19205,C148892
30320,C148892
10032,C148952
9215,C148952
26865,1083102
26669,C148952
22643,C148957
1211,C148990
23359,C149040
22328,C149040
19359,C149040
25478,C149040
24528,C149040
17409,C149040
25479,C149040
31697,C149040
30399,C149040
2685,C149045
22893,C149045
5611,C149045
199,C149066
15429,C149084
15261,C149097
28075,C149097
30687,C149172
27903,C149172
30961,C149190
21614,C149209
3203,C149209
13213,C149209
14139,C149209
7849,C149209
1912,C149209
6506,C149209
30323,C149209
29071,C149209
20310,C149209
16761,C149209
29410,C149209
2198,C149209
4778,C149209
12144,C149209
28053,C149209
14285,C149209
31765,C149209
20781,C149209
12893,C149209
27868,C149209
9244,C149209
24407,C149209
23820,C149209
2121,C149209
6089,C149233
11154,C149269
30924,C149270
17848,C149270
5586,C149270
3345,C149310
7980,C149310
18050,C149317
28068,C149326
5500,C149326
21918,C149326
6440,C149326
28649,C149341
17330,C149360
21864,C149368
17050,C149404
13301,C149404
30886,C149407
30275,C149453
31318,C149453
10331,C149462
20258,C149463
18473,C149525
2505,C149553
11297,C149553
14337,C149554
1338,C149554
10764,C149554
17437,C149612
27131,C149638
25046,C149660
7750,C149687
1546,C149687
24954,C149687
13876,1081744
14950,C149687
26928,C149692
20091,C149692
23241,C149721
23030,C149728
29735,C149744
28527,C149744
15655,C149744
22871,C149748
21658,C149748
18020,C149749
21920,C149749
10205,C149749
5044,C149749
10447,C149749
25022,C149749
20879,C149749
7477,C149750
13051,C149767
31258,C149767
13524,C149773
31606,C149773
4158,C149774
6925,C149801
30415,C149801
2685,C149802
